chain_length,Rg2,Rend2,ratio,R1,R2,R3
2,0.6453925378678911,2.5815701514715643,4.0,0.6453925378678911,5.551115123125783e-17,4.0894384372667845e-18
2,0.7739205697363402,3.0956822789453606,4.0,0.7739205697363399,2.746678173043987e-17,0.0
2,0.4792627415058699,1.9170509660234796,4.0,0.4792627415058701,1.9218558847362996e-19,-8.440999587649513e-18
2,0.08339194368977854,0.33356777475911414,4.0,0.08339194368977855,5.108205010949763e-18,0.0
2,0.9062253805630337,3.624901522252135,4.0,0.906225380563034,4.14323943038839e-17,-4.280170877756988e-17
2,0.753205348286007,3.012821393144028,4.0,0.7532053482860068,1.3482425374645112e-17,-1.0010628312563254e-16
2,0.2476235211507642,0.9904940846030568,4.0,0.24762352115076414,2.784983341082684e-18,-1.3877787807814457e-17
2,1.0920540320720036,4.368216128288014,4.0,1.0920540320720034,-4.1849617600500605e-18,-1.182939437577201e-17
2,0.24296461835431288,0.9718584734172515,4.0,0.24296461835431277,7.067888809417328e-18,-4.2034673012351756e-18
2,0.45545443762850163,1.8218177505140065,4.0,0.4554544376285019,5.172055931135695e-17,-2.0865669059626045e-17
2,0.47428448367715614,1.8971379347086246,4.0,0.47428448367715614,-6.707249280970353e-18,-5.551115123125783e-17
2,2.4159239165912063,9.663695666364825,4.0,2.415923916591205,-3.735932692684214e-17,-3.608663124288245e-16
2,0.12855344876606567,0.5142137950642627,4.0,0.12855344876606567,0.0,-7.000225346921191e-18
2,1.2224528654943279,4.889811461977311,4.0,1.2224528654943283,1.0260430922096946e-17,0.0
2,1.6737515545734143,6.695006218293657,4.0,1.6737515545734145,-7.658103839953862e-18,-7.658103839953862e-18
2,0.32715364361665045,1.3086145744666018,4.0,0.3271536436166504,-4.511215274753122e-19,-1.3877787807814457e-17
2,0.12152149460146472,0.4860859784058589,4.0,0.12152149460146466,9.904486863968562e-19,-2.380426445321051e-18
2,3.156756914757173,12.627027659028691,4.0,3.156756914757173,2.220446049250313e-16,2.023629446751663e-17
2,0.062382376691289855,0.24952950676515942,4.0,0.062382376691289855,9.025303771273233e-19,0.0
2,0.9231786441288361,3.6927145765153444,4.0,0.9231786441288355,1.1781183637907834e-17,-1.9398413480118473e-18
2,0.14524528824518174,0.580981152980727,4.0,0.14524528824518176,0.0,-3.858576714041768e-18
2,2.752287582246631,11.009150328986523,4.0,2.752287582246631,1.2884030431858755e-16,-1.6968741232944065e-16
2,0.45439130504580627,1.817565220183225,4.0,0.45439130504580627,9.524360639522397e-18,0.0
2,0.3898890250264227,1.5595561001056908,4.0,0.38988902502642264,-5.465523439014182e-20,-5.465523439014182e-20
2,0.6339584082432221,2.5358336329728886,4.0,0.6339584082432222,1.1986863151985076e-17,-6.094787608459263e-17
2,1.196365621707636,4.785462486830544,4.0,1.1963656217076353,-8.671719999557932e-18,-6.301621576926221e-17
2,0.5786994288148232,2.3147977152592927,4.0,0.5786994288148236,6.7443683276695736e-18,9.882686295324732e-19
2,0.11835421400900194,0.47341685603600775,4.0,0.1183542140090019,3.964572080379521e-18,3.964572080379521e-18
2,0.25607588364857486,1.0243035345942995,4.0,0.2560758836485749,-3.369075025540105e-21,-3.369075025540105e-21
2,0.2521983543671626,1.0087934174686504,4.0,0.2521983543671626,4.336808689942018e-19,-1.5837108116147512e-19
2,2.4935834183659424,9.97433367346377,4.0,2.493583418365941,1.6834406760547474e-17,-5.354022751331328e-18
2,0.7458745910093235,2.983498364037294,4.0,0.7458745910093236,8.338138341862567e-17,-1.3696246387738162e-17
2,0.3694234282504194,1.4776937130016776,4.0,0.36942342825041957,9.15135949642592e-18,9.15135949642592e-18
2,0.13983751613518894,0.5593500645407558,4.0,0.13983751613518897,1.2088973515429317e-20,-3.7997400797368757e-19
2,0.13058078018914135,0.5223231207565654,4.0,0.13058078018914138,6.938893903907228e-18,-9.311558339550293e-19
2,0.34533250876243865,1.3813300350497546,4.0,0.3453325087624383,-2.388014073293096e-20,-3.177249402939002e-18
2,1.4465035904362207,5.786014361744883,4.0,1.4465035904362198,0.0,-3.370181947850646e-20
2,0.41586081516251944,1.6634432606500777,4.0,0.4158608151625196,1.6793144532954342e-17,-1.1006282557622006e-17
2,0.24640988129811023,0.9856395251924409,4.0,0.24640988129811023,7.894291607284299e-20,-1.3877787807814457e-17
2,0.32109096450345603,1.2843638580138241,4.0,0.321090964503456,3.3594142008368995e-18,3.3594142008368995e-18
2,0.24584983156679366,0.9833993262671746,4.0,0.2458498315667937,1.8076448541635113e-17,-7.001681516305138e-18
2,1.2553382848648784,5.021353139459514,4.0,1.2553382848648793,2.5741769426990475e-17,0.0
2,0.0728938316821199,0.2915753267284796,4.0,0.07289383168211991,9.742822253099882e-18,5.627997618557963e-22
2,3.7275478061411333,14.910191224564533,4.0,3.7275478061411325,0.0,-6.384466382242433e-17
2,0.8613119567922157,3.445247827168863,4.0,0.8613119567922161,-1.9784218474882192e-17,-1.9784218474882192e-17
2,0.8061124585624588,3.2244498342498353,4.0,0.806112458562459,1.3208108152076797e-19,1.3208108152076797e-19
2,0.19772512553866206,0.7909005021546482,4.0,0.1977251255386621,1.3877787807814457e-17,-6.549276677764924e-18
2,0.8241689744255858,3.296675897702343,4.0,0.8241689744255862,6.72560194544652e-19,6.72560194544652e-19
2,0.40220902992634644,1.6088361197053858,4.0,0.40220902992634666,-6.006209716837974e-18,-6.006209716837974e-18
2,2.7127474737008317,10.850989894803327,4.0,2.7127474737008317,0.0,-3.9611348392180356e-17
2,1.1655443454993701,4.6621773819974806,4.0,1.1655443454993706,3.643974636423761e-17,3.643974636423761e-17
2,1.0809175753400064,4.323670301360026,4.0,1.0809175753400062,9.638043644459611e-18,0.0
2,1.6526802409966057,6.610720963986423,4.0,1.6526802409966068,2.0474865526324195e-18,2.0474865526324195e-18
2,0.4053972743629105,1.621589097451642,4.0,0.4053972743629106,-4.289804352419366e-18,-4.289804352419366e-18
2,1.0183221737617452,4.073288695046981,4.0,1.0183221737617445,1.1212091171537901e-17,-1.281598708664353e-18
2,0.14613282324360416,0.5845312929744166,4.0,0.1461328232436042,-4.5516106269278475e-20,-5.917663503075198e-18
2,1.6997562927968721,6.7990251711874885,4.0,1.6997562927968732,8.778214730394477e-17,-3.4292567238831665e-21
2,0.3504000556329212,1.4016002225316848,4.0,0.35040005563292115,5.105623639092458e-19,-1.5192292163226543e-18
2,0.2913175593519872,1.1652702374079489,4.0,0.29131755935198717,8.073972643060712e-18,-1.78794931421246e-18
2,0.8707546243275315,3.483018497310126,4.0,0.8707546243275311,2.7580463126099305e-17,-1.1102230246251565e-16
2,0.5705205549106803,2.2820822196427213,4.0,0.5705205549106804,5.551115123125783e-17,-4.7671204954556295e-18
2,0.1977691755948392,0.7910767023793568,4.0,0.1977691755948392,4.924804406326468e-18,0.0
2,0.16995161548943852,0.6798064619577541,4.0,0.1699516154894384,3.4836936183917326e-19,3.4836936183917326e-19
2,0.8597739658669267,3.4390958634677067,4.0,0.8597739658669267,0.0,-1.154754470649492e-17
2,1.4165161063804228,5.666064425521691,4.0,1.4165161063804224,3.374813016508333e-17,-3.0178110805163677e-17
2,0.3916420081222595,1.566568032489038,4.0,0.39164200812225974,2.1781899676633735e-18,2.1781899676633735e-18
2,2.649131816959853,10.596527267839411,4.0,2.6491318169598532,4.5898882696411323e-17,-6.717999486335959e-18
2,0.20498738242438996,0.8199495296975599,4.0,0.20498738242439,2.0816681711721685e-17,-3.0102167470305827e-19
2,0.24727856999829995,0.9891142799931998,4.0,0.2472785699982999,-3.766504419699719e-18,-2.7755575615628914e-17
2,0.9174497678547793,3.669799071419117,4.0,0.9174497678547794,4.5816424792748757e-17,0.0
2,0.2322948485233235,0.929179394093294,4.0,0.23229484852332352,0.0,-1.7528613497143686e-18
2,0.2297645103443422,0.9190580413773688,4.0,0.22976451034434214,-4.743202912251018e-18,-4.743202912251018e-18
2,0.9010089179970349,3.6040356719881395,4.0,0.9010089179970346,1.5918114161716027e-17,-2.8437354678132445e-17
2,0.11619042315019432,0.46476169260077727,4.0,0.11619042315019432,0.0,-3.3519722408304215e-18
2,0.8471802995993615,3.388721198397446,4.0,0.8471802995993619,0.0,-7.550120301644845e-18
2,0.31377271985322547,1.2550908794129019,4.0,0.31377271985322547,5.551115123125783e-17,-8.741405153391431e-18
2,1.3141200324419633,5.256480129767853,4.0,1.3141200324419628,2.220446049250313e-16,3.393070213438327e-17
2,1.0400583617138512,4.160233446855405,4.0,1.0400583617138508,3.788128106858948e-20,-1.8106538887576646e-17
2,0.24475628995721865,0.9790251598288746,4.0,0.2447562899572185,5.5200527751164845e-18,-8.158971712675075e-18
2,0.2520195703097752,1.0080782812391007,4.0,0.25201957030977507,4.6279862255579165e-18,0.0
2,0.055691151207422684,0.22276460482969074,4.0,0.0556911512074227,7.156865977831398e-19,-3.4502997597151983e-19
2,0.2812161541096365,1.124864616438546,4.0,0.2812161541096365,4.033105012121724e-18,0.0
2,0.88184771351824,3.52739085407296,4.0,0.8818477135182407,4.551097533421164e-17,-3.5312929910672106e-17
2,1.8480562842055102,7.392225136822041,4.0,1.8480562842055093,6.779186902400499e-19,-1.1036384411089792e-16
2,0.4169581074345548,1.6678324297382192,4.0,0.41695810743455475,2.4769979497483062e-17,2.3871699103987146e-18
2,1.9897964167154787,7.959185666861915,4.0,1.9897964167154802,1.4782518541206665e-16,4.604759784786539e-18
2,0.6711503848240171,2.6846015392960685,4.0,0.6711503848240172,5.551115123125783e-17,-2.2561771891908785e-18
2,0.29046623136586747,1.1618649254634699,4.0,0.29046623136586724,-3.888286028791387e-19,-5.6530692052114664e-18
2,3.050782857553442,12.203131430213768,4.0,3.050782857553441,1.9929512398746818e-20,-4.347494631594901e-17
2,1.2925793894091473,5.170317557636589,4.0,1.2925793894091473,-6.027105749920797e-18,-6.027105749920797e-18
2,1.1679624506454616,4.671849802581846,4.0,1.167962450645461,-5.90501884466118e-20,-5.189175509783471e-18
2,0.17363793162522356,0.6945517265008943,4.0,0.17363793162522356,0.0,-2.549610114484705e-18
2,0.5271961486297868,2.1087845945191472,4.0,0.5271961486297869,3.412447691104356e-17,-2.0238851383433844e-18
2,2.1860348701408947,8.744139480563579,4.0,2.1860348701408947,3.512673341960062e-17,-3.5059214880052124e-17
2,1.6527465061983628,6.610986024793451,4.0,1.6527465061983624,2.2249730271708567e-17,0.0
2,0.22629782238090104,0.9051912895236042,4.0,0.22629782238090118,0.0,-3.070876771064755e-18
2,0.8800323593395274,3.5201294373581096,4.0,0.8800323593395273,0.0,-1.486081530990689e-17
2,1.250033176216554,5.000132704866216,4.0,1.2500331762165533,1.0287301923794101e-18,-1.5577521376196436e-18
2,0.6900672630367648,2.760269052147059,4.0,0.6900672630367648,0.0,-2.4737985900268636e-18
2,0.4372443996173294,1.7489775984693177,4.0,0.4372443996173294,6.5609546743230874e-18,0.0
2,0.6416094716403989,2.5664378865615958,4.0,0.6416094716403988,2.8499058954522436e-17,3.792334736948839e-18
2,0.2947989086784579,1.1791956347138317,4.0,0.2947989086784578,4.9642395137552676e-18,-2.4785026083715748e-17
2,0.5401685932074677,2.1606743728298707,4.0,0.5401685932074676,6.4787337227496445e-18,1.701235201611225e-18
2,0.2577684971132237,1.0310739884528948,4.0,0.2577684971132237,2.8507270446736596e-18,0.0
2,1.253234365824949,5.012937463299796,4.0,1.2532343658249492,4.08737023937984e-18,0.0
2,0.4798056349968314,1.9192225399873255,4.0,0.4798056349968314,5.804158110634105e-18,6.23261358716848e-19
2,0.8510999245145603,3.404399698058241,4.0,0.85109992451456,2.4961345890982328e-17,-1.1102230246251565e-16
2,0.4627317861432454,1.8509271445729816,4.0,0.4627317861432454,1.2245376368396866e-17,0.0
2,1.6130424265216434,6.452169706086574,4.0,1.6130424265216432,4.749727100210203e-18,0.0
2,0.3882331967217268,1.5529327868869072,4.0,0.38823319672172696,-3.117660479681013e-18,-1.0952106580771699e-17
2,0.29432798486486433,1.1773119394594573,4.0,0.29432798486486433,8.345321124273494e-19,0.0
2,0.3668038988903452,1.4672155955613808,4.0,0.3668038988903452,5.325037014241416e-18,-1.7433275402153767e-17
2,0.1653502894606925,0.66140115784277,4.0,0.16535028946069252,7.439874577520292e-19,-3.2574487446957133e-18
2,0.8285338200467677,3.3141352801870707,4.0,0.8285338200467679,4.0350512052843846e-17,-2.1260677563476045e-18
2,0.15727956411309751,0.6291182564523901,4.0,0.15727956411309751,9.94370766109512e-19,0.0
2,0.14250177008108822,0.5700070803243529,4.0,0.14250177008108822,7.44467495345766e-19,0.0
2,2.1911334379972347,8.764533751988939,4.0,2.1911334379972347,-1.6931081855553144e-17,-1.6931081855553144e-17
2,0.6588548751309884,2.6354195005239536,4.0,0.6588548751309885,-9.345355719635741e-21,-5.551115123125783e-17
2,0.4991495708412367,1.9965982833649467,4.0,0.49914957084123646,5.053968625574922e-18,4.783591089363443e-20
2,0.3708533449053699,1.4834133796214797,4.0,0.37085334490537003,9.290131210440485e-18,0.0
2,1.364587875216645,5.45835150086658,4.0,1.3645878752166452,4.250002009861039e-18,-5.1211160115059417e-17
2,0.4747109666721537,1.8988438666886147,4.0,0.4747109666721536,1.599150986843208e-17,1.4431283697117626e-18
2,0.9969473870883783,3.987789548353513,4.0,0.9969473870883785,1.6271633437114376e-17,0.0
2,0.9794302435533627,3.917720974213451,4.0,0.9794302435533623,-2.4782002168045127e-18,-2.4782002168045127e-18
2,0.1983722371643335,0.793488948657334,4.0,0.1983722371643335,1.621520113574545e-18,-1.1897695910566694e-18
2,2.7503704898572447,11.001481959428979,4.0,2.7503704898572443,1.9362151998598954e-17,0.0
2,0.03053856670883669,0.12215426683534676,4.0,0.030538566708836697,-1.2798537245782074e-19,-8.104922050135139e-19
2,1.3810242944335056,5.524097177734022,4.0,1.3810242944335054,7.834294597975755e-17,-1.0731430489270797e-16
2,0.6970729489081581,2.7882917956326323,4.0,0.697072948908158,5.303299486826514e-18,-2.6758139662929376e-17
2,0.4394485216879815,1.757794086751926,4.0,0.4394485216879815,4.6223109949352646e-18,1.0184052441651303e-21
2,0.22121151471379039,0.8848460588551615,4.0,0.22121151471379039,0.0,-8.982635429578133e-19
2,0.5898691040826078,2.3594764163304314,4.0,0.5898691040826078,1.1102230246251565e-16,-3.65921200723004e-17
2,0.6363561169899596,2.5454244679598386,4.0,0.6363561169899593,1.3620006811740918e-17,-1.1102230246251565e-16
2,0.23442768918134216,0.9377107567253686,4.0,0.23442768918134202,-3.399350375400068e-19,-1.7640609393297172e-17
2,0.6849604809576143,2.739841923830457,4.0,0.6849604809576142,-6.211900501142144e-19,-5.551115123125783e-17
2,0.044364857096333546,0.17745942838533418,4.0,0.04436485709633356,1.2029174403874175e-19,0.0
2,1.6506707793522788,6.602683117409115,4.0,1.6506707793522784,5.645740233106702e-17,-1.231540501325726e-16
2,0.1639323780500344,0.6557295122001376,4.0,0.1639323780500344,5.287329389095726e-18,0.0
2,2.014439751391234,8.057759005564936,4.0,2.0144397513912335,1.1869834886768673e-17,1.1869834886768673e-17
2,0.4872249456705249,1.9488997826820995,4.0,0.4872249456705247,1.0655389513645421e-17,0.0
2,1.112518386784023,4.450073547136092,4.0,1.112518386784023,0.0,-3.488502039829491e-20
2,0.17895966428848067,0.7158386571539227,4.0,0.17895966428848062,0.0,-1.5128467165768086e-18
2,0.5774101812255017,2.309640724902007,4.0,0.5774101812255018,-3.3344837855811186e-18,-1.1102230246251565e-16
2,1.9766826592804385,7.906730637121754,4.0,1.9766826592804394,0.0,-4.023841112512409e-17
2,0.9540279502158411,3.8161118008633643,4.0,0.9540279502158415,6.862533289268326e-18,6.862533289268326e-18
2,0.352740036691187,1.410960146764748,4.0,0.3527400366911872,-2.0033596034960544e-19,-5.769146755546566e-19
2,0.22533224956754602,0.9013289982701841,4.0,0.22533224956754605,-2.275542168046229e-19,-7.276743528500423e-19
2,0.5845322828421168,2.338129131368467,4.0,0.5845322828421166,2.5482350006193636e-18,2.5482350006193636e-18
2,0.21047145338200393,0.8418858135280157,4.0,0.21047145338200393,4.871556839610153e-19,-8.95021998273519e-19
2,0.8450706422685084,3.3802825690740335,4.0,0.8450706422685078,-1.1325637735911442e-18,-9.31005393669166e-17
2,0.10667467306631166,0.42669869226524665,4.0,0.10667467306631168,6.938893903907228e-18,-3.2626997073717922e-18
2,0.9036198098392478,3.6144792393569913,4.0,0.9036198098392478,5.545489147013597e-17,-5.651451966816611e-17
2,0.3862796769334552,1.5451187077338209,4.0,0.3862796769334552,2.171260494190531e-18,-8.883803668186588e-18
2,1.4441726270469362,5.776690508187745,4.0,1.4441726270469362,2.7755575615628914e-17,1.6239718588284505e-17
2,0.25218243235212345,1.0087297294084938,4.0,0.25218243235212345,4.035589566892019e-18,-4.396124757321489e-18
2,0.6290205103270778,2.5160820413083114,4.0,0.6290205103270781,1.592217240114538e-17,1.592217240114538e-17
2,0.48475977749755433,1.9390391099902173,4.0,0.4847597774975545,3.0476831376711604e-17,-6.7077776283444076e-18
2,1.0120904320030397,4.048361728012159,4.0,1.0120904320030397,7.152615716850938e-18,-1.1102230246251565e-16
2,1.1429113683756866,4.5716454735027465,4.0,1.142911368375687,2.8496379556698403e-19,-1.3033936825605655e-17
2,2.6798858879268797,10.719543551707519,4.0,2.67988588792688,2.551384135750576e-17,-1.2407579583112219e-16
2,0.2722156397023401,1.0888625588093603,4.0,0.2722156397023401,4.893242166257344e-18,-3.4496192269690267e-18
2,0.24599264547890165,0.9839705819156066,4.0,0.2459926454789017,1.1896377771364294e-17,1.1896377771364294e-17
2,1.352034370664137,5.408137482656548,4.0,1.3520343706641373,6.368834201569706e-19,6.368834201569706e-19
2,0.136818607610458,0.547274430441832,4.0,0.136818607610458,3.273301497344513e-18,-8.524541184837279e-18
2,2.3214339665638617,9.285735866255447,4.0,2.321433966563861,1.2995419091318938e-17,-3.129874814310524e-16
2,1.374817307960674,5.499269231842696,4.0,1.374817307960674,1.1102230246251565e-16,8.574639017368967e-18
2,0.20699848216611352,0.8279939286644541,4.0,0.2069984821661135,0.0,-4.4856683403800894e-20
2,0.44840645641147003,1.7936258256458801,4.0,0.44840645641147014,5.551115123125783e-17,1.2350927383453917e-17
2,0.24302179391017284,0.9720871756406914,4.0,0.24302179391017287,-9.229768944076794e-21,-8.632999478792087e-19
2,1.526040299852689,6.104161199410756,4.0,1.526040299852689,2.6960563703718364e-17,0.0
2,2.3340682470185325,9.33627298807413,4.0,2.3340682470185303,-1.0843043351341211e-18,-3.097738470258195e-17
2,1.2557410842889416,5.022964337155766,4.0,1.255741084288941,2.164338273775165e-17,0.0
2,0.80517805116413,3.22071220465652,4.0,0.80517805116413,8.648523367882245e-19,-8.326672684688674e-17
2,1.9869498873109224,7.9477995492436895,4.0,1.9869498873109221,1.2932013900578322e-17,-1.1102230246251565e-16
2,0.8523110400792369,3.4092441603169474,4.0,0.8523110400792366,4.7506940068847346e-17,2.8793611725230725e-17
2,0.9554151793536975,3.82166071741479,4.0,0.955415179353697,1.740465859328103e-17,-1.0028052287713427e-17
2,0.6173805879380674,2.4695223517522695,4.0,0.6173805879380674,0.0,-2.6811292357274863e-17
2,0.435958861193602,1.743835444774408,4.0,0.43595886119360205,4.163336342344337e-17,-2.4499575292603663e-18
2,0.38417096316935717,1.5366838526774287,4.0,0.3841709631693573,0.0,-1.0785314763257104e-17
2,0.652232373901463,2.608929495605852,4.0,0.652232373901463,0.0,-2.2131726522176542e-17
2,1.160190378507294,4.640761514029176,4.0,1.160190378507294,5.3321210417640183e-17,-4.503461594181632e-18
2,0.13744465562412933,0.5497786224965173,4.0,0.13744465562412933,6.496092288870887e-19,-1.036141556485661e-18
2,1.0312222945298353,4.124889178119341,4.0,1.0312222945298348,3.049467924947497e-17,-1.5205578776075864e-18
2,2.5490749106712753,10.196299642685101,4.0,2.5490749106712753,0.0,-2.2217345161955573e-17
2,0.039756597302178356,0.15902638920871343,4.0,0.03975659730217836,-1.2085352858134848e-18,-6.938893903907228e-18
2,0.3662772069008625,1.46510882760345,4.0,0.3662772069008625,-2.829780110153466e-18,-2.829780110153466e-18
2,1.4893486599183268,5.957394639673307,4.0,1.4893486599183272,9.0908637582191e-18,-1.5130530036902568e-16
2,1.5203914990892053,6.081565996356821,4.0,1.5203914990892056,4.406519235694458e-19,0.0
2,1.3766869804172175,5.50674792166887,4.0,1.3766869804172175,0.0,-8.458714165007219e-22
2,0.5424096738877222,2.169638695550889,4.0,0.5424096738877223,1.539124802976195e-17,0.0
2,0.3457178578418534,1.3828714313674135,4.0,0.3457178578418535,1.7982803923479997e-18,-4.211719467407184e-19
2,0.03357326557344885,0.1342930622937954,4.0,0.03357326557344885,0.0,-4.664876663853805e-20
2,0.8071083589081884,3.2284334356327538,4.0,0.8071083589081891,-4.424954677101263e-18,-2.1185468282032853e-17
2,0.2460867933337284,0.9843471733349136,4.0,0.2460867933337284,-4.4904612707239955e-18,-2.7755575615628914e-17
2,1.048828723353112,4.195314893412448,4.0,1.0488287233531117,2.1177704767411505e-18,2.1177704767411505e-18
2,1.93475002208005,7.7390000883202,4.0,1.9347500220800498,2.9787878244170763e-17,-1.790098923357521e-17
2,0.031047865574004147,0.12419146229601659,4.0,0.031047865574004144,7.347324779183148e-19,0.0
2,0.29052546791819267,1.1621018716727707,4.0,0.29052546791819267,2.2139240932314822e-17,9.04370321977611e-19
2,1.1392854966945423,4.557141986778169,4.0,1.1392854966945425,2.051736067670052e-17,0.0
2,0.11403511042026482,0.45614044168105927,4.0,0.11403511042026476,7.3810898668463e-18,-1.2700127685423182e-18
2,0.9694491188294801,3.8777964753179206,4.0,0.9694491188294801,2.7755575615628914e-17,1.3739160871862436e-18
2,0.16038732246905776,0.641549289876231,4.0,0.16038732246905782,9.952028620095996e-20,9.952028620095996e-20
2,0.964036641894304,3.856146567577216,4.0,0.964036641894304,-2.3472709909567e-17,-1.1102230246251565e-16
2,0.8882250686115356,3.5529002744461424,4.0,0.8882250686115354,1.1102230246251565e-16,-4.702883555063031e-18
2,0.919357681299424,3.677430725197696,4.0,0.919357681299424,0.0,-7.097762274390708e-18
2,0.6128590481702014,2.4514361926808057,4.0,0.6128590481702014,0.0,-1.1773398905959007e-17
2,0.2632559702487603,1.0530238809950412,4.0,0.2632559702487603,2.7755575615628914e-17,1.0525772826855892e-18
2,0.02192346375818789,0.08769385503275157,4.0,0.021923463758187888,1.3772119651611085e-18,-1.3137258179051476e-19
2,0.23944389946264738,0.9577755978505895,4.0,0.23944389946264738,1.5682587470664132e-18,0.0
2,1.3350414529761052,5.340165811904421,4.0,1.335041452976105,-1.0952585574511185e-17,-1.0952585574511185e-17
2,1.0601937959775223,4.240775183910089,4.0,1.0601937959775223,3.368011270562169e-17,-1.1102230246251565e-16
2,2.411520384262876,9.646081537051504,4.0,2.411520384262876,3.3838932713552135e-17,-1.0684278537696788e-16
2,0.4880550277736594,1.9522201110946376,4.0,0.4880550277736593,2.2820951381974444e-18,0.0
2,0.4698670167490385,1.879468066996154,4.0,0.46986701674903886,-6.3755575586377615e-18,-1.3779291465618937e-17
2,1.6256583742744117,6.502633497097647,4.0,1.6256583742744113,4.3445912655332227e-17,-9.733011420277065e-18
2,0.4561766471743459,1.8247065886973837,4.0,0.4561766471743459,0.0,-5.668516841819465e-18
2,1.1049024696824905,4.419609878729962,4.0,1.10490246968249,7.405372625143505e-18,-1.1102230246251565e-16
2,0.6263022818228241,2.5052091272912964,4.0,0.626302281822824,1.2499413115426819e-17,-2.322107312035243e-17
2,2.0088002076245832,8.035200830498333,4.0,2.0088002076245823,2.220446049250313e-16,7.573999627763815e-17
2,0.10114520743932158,0.4045808297572863,4.0,0.10114520743932162,3.842576075524741e-19,-6.240270302388248e-19
2,1.752763998819045,7.01105599527618,4.0,1.7527639988190447,1.857366837389363e-17,-1.8029015450007357e-17
2,1.1459682255044732,4.583872902017893,4.0,1.1459682255044727,-1.8222031768955155e-17,-3.510581704475603e-17
2,0.48381606290869156,1.9352642516347662,4.0,0.4838160629086916,5.287480379254957e-17,-1.3332714285289601e-17
2,1.5384507403573409,6.1538029614293634,4.0,1.538450740357341,1.1102230246251565e-16,2.330032071502609e-17
2,0.6106175999174672,2.442470399669869,4.0,0.6106175999174672,-7.543105517204405e-18,-2.7755575615628914e-17
2,0.3734972764345183,1.4939891057380732,4.0,0.373497276434518,5.70500436885301e-18,2.795903710584836e-18
2,0.29077912607437983,1.1631165042975193,4.0,0.29077912607437983,8.864562601762074e-18,0.0
2,0.11164463138119356,0.44657852552477423,4.0,0.11164463138119356,3.469446951953614e-18,-1.649941357588742e-20
2,0.10179808846590663,0.4071923538636265,4.0,0.10179808846590663,1.2519189292036713e-18,-4.3578999186398666e-18
2,1.5353663581568027,6.141465432627211,4.0,1.5353663581568024,8.543801830749131e-17,0.0
2,2.1685317599461604,8.674127039784642,4.0,2.1685317599461604,1.734723475976807e-17,1.0693283680274659e-19
2,0.14850826053794386,0.5940330421517754,4.0,0.1485082605379439,0.0,-1.0718464641566037e-17
2,0.4257411321333765,1.702964528533506,4.0,0.4257411321333765,0.0,-3.0746097483582415e-18
2,1.8336692391938112,7.334676956775245,4.0,1.833669239193811,0.0,-5.233720633169032e-17
2,1.3732944014736204,5.4931776058944815,4.0,1.3732944014736201,2.07706343165438e-16,1.6031623037124016e-18
2,0.703559900466042,2.814239601864168,4.0,0.7035599004660419,2.2258375295479284e-17,0.0
2,0.1976175419241314,0.7904701676965256,4.0,0.19761754192413133,1.2973677160263459e-17,0.0
2,0.5923437486600991,2.3693749946403964,4.0,0.5923437486600993,1.698016490335768e-17,-4.043046366165378e-18
2,1.1613809416754883,4.645523766701953,4.0,1.161380941675488,-1.1012039496936216e-17,-1.1012039496936216e-17
